Common Name,Country,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status,Image Url
Cuban Solenodon,Cuba,Mammal,Mammalia,Eulipotyphla,Solenodon cubanus,2021,Endangered,Not Listed,S2,G2,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Cubera Snapper,Caribbean,Fish,Actinopterygii,Perciformes,Lutjanus cyanopterus,2021,Not Listed,Not Listed,S4,G3,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Cuckoo,Worldwide,Bird,Aves,Cuculiformes,Cuculus canorus,2021,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Cucumber Beetle,North America,Insect,Insecta,Coleoptera,Diabrotica virgifera,2020,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Culpeo,South America,Mammal,Mammalia,Carnivora,Lycalopex culpaeus,2021,Not Listed,Not Listed,S3,G4,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Curlew,Worldwide,Bird,Aves,Charadriiformes,Numenius spp.,2021,Threatened,Not Listed,S2,G4,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Curly Coated Retriever,Worldwide,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Curly Hair Tarantula,South America,Insect,Arachnida,Araneae,Brachypelma albopilosum,2021,Not Listed,Not Listed,S3,G5,Limited Range,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Cuscus,Australia,Mammal,Mammalia,Diprotodontia,Phalanger spp.,2021,Not Listed,Not Listed,S3,G4,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Cuttlefish,Worldwide,Mollusk,Cephalopoda,Octopodiformes,Sepia spp.,2021,Not Listed,Not Listed,S3,G5,Marine,https://cdn.pixabay.com/video/2023/06/30/169471-841382876_tiny.jpg
Cuviers Dwarf Caiman,Central America,Reptile,Reptilia,Crocodylia,Paleosuchus palpebrosus,2021,Not Listed,Not Listed,S2,G3,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Czechoslovakian Wolfdog,Czech Republic,Mammal,Mammalia,Carnivora,Canis lupus familiaris x Canis lupus,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dachsador,United States,Mammal,Mammalia,Carnivora,Dachshund x Labrador Retriever,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dachshund,Worldwide,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dachshund Mix,Worldwide,Mammal,Mammalia,Carnivora,Canis lupus familiaris x mixed breeds,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Daeodon,Prehistoric,Mammal,Mammalia,Artiodactyla,Daeodon shoshonensis,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dalmadoodle,United States,Mammal,Mammalia,Carnivora,Dalmatian x Poodle,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dalmador,United States,Mammal,Mammalia,Carnivora,Dalmatian x Labrador Retriever,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dalmatian,Worldwide,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dalmatian Mix,Worldwide,Mammal,Mammalia,Carnivora,Canis lupus familiaris x mixed breeds,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Damselfish,Worldwide,Fish,Actinopterygii,Perciformes,Pomacentridae,2021,Not Listed,Not Listed,S4,G5,Coral Reefs,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Dandie Dinmont Terrier,United Kingdom,Mammal,Mammalia,Carnivora,Macropus rufogriseus,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Daniff,United States,Mammal,Mammalia,Carnivora,Great Dane x American Bulldog,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Danios,Southeast Asia,Fish,Actinopterygii,Cypriniformes,Danio rerio,2021,Not Listed,Not Listed,S5,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Danish Swedish Farmdog,"Denmark, Sweden",Mammal,Mammalia,Carnivora,Dansk-Svensk Gårdhund,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dapple Dachshund,Domestic (Worldwide),Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dark-Eyed Junco,North America,Bird,Aves,Passeriformes,Junco hyemalis,2021,Not Listed,Not Listed,S5,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Darkling Beetle,Worldwide,Insect,Insecta,Coleoptera,Tenebrionidae spp.,2022,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Dartfish,Indo-Pacific,Fish,Actinopterygii,Perciformes,Pterophyllum spp.,2021,Not Listed,Not Listed,S3,G4,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Darwin’s Fox,South America,Mammal,Mammalia,Carnivora,Lycalopex fulvipes,2020,Threatened,Endangered,S2,G2,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Darwin’s Frog,"Chile, Argentina",Amphibian,Amphibia,Anura,Rhinoderma darwinii,2019,Endangered,Endangered,S2,G1,Restricted Habitat,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Dassie Rat,Africa,Mammal,Mammalia,Rodentia,Petromyscus shortridgei,2021,Not Listed,Not Listed,S3,G4,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Daug,Domestic (Worldwide),Mammal,Mammalia,Canidae,Canis lupus familiaris,2022,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
De Brazza’s Monkey,Central Africa,Mammal,Mammalia,Primates,Cercopithecus neglectus,2022,Not Listed,Vulnerable,S2,G3,Forest Dweller,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Death Adder,Australia,Reptile,Reptilia,Squamata,Acanthophis spp.,2021,Not Listed,Not Listed,S4,G4,Endemic,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Death’s Head Cockroach,Worldwide,Insect,Insecta,Blattodea,Blaberus craniifer,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Deathwatch Beetle,"Europe, North America",Insect,Insecta,Coleoptera,Xestobium rufescens,2021,Not Listed,Not Listed,S5,G5,Limited Habitat,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Decorator Crab,Pacific Ocean,Crustacean,Malacostraca,Decapoda,Camposcia retusa,2021,Not Listed,Not Listed,S4,G4,Coastal,https://api.photon.aremedia.net.au/wp-content/uploads/sites/10/Gt/2022/09/12/20213/WEB_GT2201_Crustacean_GT-Seafood-Guide-031.jpg?fit=1200%2C1006
Deer,Worldwide,Mammal,Mammalia,Artiodactyla,Cervidae spp.,2021,Not Listed,Not Listed,S5,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Deer Head Chihuahua,Domestic (Worldwide),Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Deer Mouse,North America,Mammal,Mammalia,Rodentia,Peromyscus maniculatus,2021,Not Listed,Not Listed,S5,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Deer Tick,North America,Insect,Arachnida,Ixodidae,Ixodes scapularis,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Degu,Chile,Mammal,Mammalia,Rodentia,Octodon degus,2022,Not Listed,Not Listed,S5,G5,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Deinocheirus,Prehistoric,Dinosaur,Reptilia,Theropoda,Deinocheirus mirificus,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:913
Deinosuchus,Prehistoric,Reptile,Reptilia,Crocodyliformes,Deinosuchus spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Desert Ghost Ball Python,North America,Reptile,Reptilia,Serpentes,Python regius,2022,Not Listed,Not Listed,S5,G5,Domestic,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Desert Kingsnake,North America,Reptile,Reptilia,Serpentes,Lampropeltis getula,2021,Not Listed,Not Listed,S5,G5,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Desert Locust,"Africa, Asia",Insect,Insecta,Orthoptera,Schistocerca gregaria,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Desert Rain Frog,Southern Africa,Amphibian,Amphibia,Anura,Breviceps macrops,2021,Not Listed,Not Listed,S4,G4,Limited Range,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Desert Tortoise,United States,Reptile,Reptilia,Testudines,Gopherus agassizii,2021,Endangered,Threatened,S2,G2,Restricted Habitat,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Desert Wolf,North America,Mammal,Mammalia,Carnivora,Canis lupus deserti,2021,Not Listed,Not Listed,S3,G4,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Desmostylus,Prehistoric,Mammal,Mammalia,Desmostylia,Desmostylus spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Deutsche Bracke,Germany,Mammal,Mammalia,Carnivora,Deutscher Bracke,2020,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Devil’s Coach Horse Beetle,"Europe, North America",Insect,Insecta,Coleoptera,Ocypus olens,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Devon Rex,United Kingdom,Mammal,Mammalia,Carnivora,Felis catus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
De Winton’s Golden Mole,South Africa,Mammal,Mammalia,Eulipotyphla,Neamblysomus de Winton,2019,Not Listed,Not Listed,S2,G4,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dhole,Asia,Mammal,Mammalia,Carnivora,Cuon alpinus,2021,Threatened,Endangered,S2,G2,Endangered,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Diamond Python,Australia,Reptile,Reptilia,Serpentes,Morelia spilota,2022,Not Listed,Not Listed,S4,G4,Restricted Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Diamondback Moth,North America,Insect,Insecta,Lepidoptera,Plutella xylostella,2021,Not Listed,Not Listed,S3,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Dibbler,Australia,Mammal,Mammalia,Eulipotyphla,Parantechinus apicalis,2020,Endangered,Endangered,S1,G3,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dickcissel,North America,Bird,Aves,Passeriformes,Spiza americana,2021,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Dickinsonia,Australia,Invertebrate,Animalia,Bilateria,Dickinsonia costata,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Dik-Dik,Africa,Mammal,Mammalia,Artiodactyla,Madoqua spp.,2022,Not Listed,Not Listed,S4,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dikkop,Africa,Bird,Aves,Charadriiformes,Burhinus spp.,2022,Not Listed,Not Listed,S3,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Dilophosaurus,Prehistoric,Dinosaur,Reptilia,Archosauria,Dilophosaurus wetherilli,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:914
Dimetrodon,Prehistoric,Reptile,Reptilia,Synapsida,Dimetrodon limbatus,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Diminutive Woodrat,USA,Mammal,Mammalia,Rodentia,Neotoma micromys,2020,Not Listed,Not Listed,S2,G4,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dingo,Australia,Mammal,Mammalia,Carnivora,Canis lupus dingo,2021,Not Listed,Not Listed,S3,G4,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dinocrocuta,Prehistoric,Mammal,Mammalia,Carnivora,Dinocrocuta gigantea,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dinofelis,Prehistoric,Mammal,Mammalia,Carnivora,Dinofelis spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dinopithecus,Prehistoric,Mammal,Mammalia,Primates,Dinopithecus spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dinosaur,Prehistoric,Dinosaur,Reptilia,Archosauria,Dinosauria,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:915
Dinosaur Shrimp,Global,Invertebrate,Arthropoda,Malacostraca,Anomalocaris canadensis,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Diplodocus,Prehistoric,Dinosaur,Reptilia,Saurischia,Diplodocus longus,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:916
Dipper,"Europe, Asia, North America",Bird,Aves,Passeriformes,Cinclus spp.,2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Diprotodon,Prehistoric,Mammal,Mammalia,Diprotodontia,Diprotodon optatum,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Dire Wolf,North America,Mammal,Mammalia,Carnivora,Canis dirus,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Disco Clam,Coastal Regions,Mollusk,Mollusca,Bivalvia,Ctenoides scaber,2021,Not Listed,Not Listed,S3,G4,Coastal,https://cdn.pixabay.com/video/2023/06/30/169471-841382876_tiny.jpg
Discus,South America,Fish,Actinopterygii,Perciformes,Symphysodon spp.,2021,Not Listed,Not Listed,S4,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
